id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,total_review_activity,days_since_last_review,is_available_all_year
7817,Bronx,Wakefield,40.89604,-73.85877,Private room,50,2,20,2019-06-24,4.96,2,117,99.2,2352.0,0
7818,Brooklyn,Bushwick,40.69891,-73.93072,Private room,45,1,158,2019-06-25,4.93,2,201,778.9399999999999,2351.0,0
7819,Brooklyn,Prospect Heights,40.67958,-73.96956,Private room,70,2,4,2016-07-11,0.09,1,0,0.36,3430.0,0
7820,Brooklyn,Fort Greene,40.68864,-73.97669,Private room,85,5,47,2019-05-06,0.85,2,9,39.949999999999996,2401.0,0
7821,Bronx,Woodlawn,40.89981,-73.86684,Private room,80,2,7,2019-06-03,1.84,1,70,12.88,2373.0,0
7822,Manhattan,Harlem,40.82245,-73.95104,Private room,50,3,242,2019-06-01,2.04,3,355,493.68,2375.0,0
7823,Brooklyn,Bedford-Stuyvesant,40.6945,-73.96005,Private room,80,30,15,2019-02-28,0.48,11,342,7.199999999999999,2468.0,0
7824,Manhattan,SoHo,40.72671,-74.01035,Entire home/apt,290,2,69,2019-06-08,1.73,1,99,119.37,2368.0,0
7825,Manhattan,Morningside Heights,40.81254,-73.96025,Private room,48,7,1,2017-08-16,0.04,1,0,0.04,3029.0,0
7826,Brooklyn,Bushwick,40.70076,-73.92382,Entire home/apt,180,3,2,2018-09-30,0.21,1,15,0.42,2619.0,0
7827,Brooklyn,Bushwick,40.70014,-73.93664,Entire home/apt,150,1,10,2019-06-24,3.49,1,292,34.900000000000006,2352.0,0
7828,Manhattan,West Village,40.73002,-74.00653,Entire home/apt,200,7,16,2019-07-02,1.09,1,50,17.44,2344.0,0
7829,Manhattan,Upper East Side,40.7774,-73.96066,Entire home/apt,300,1,0,,,1,0,,,0
7830,Brooklyn,Bushwick,40.69965,-73.93909,Shared room,35,30,0,,,5,357,,,0
7831,Manhattan,Upper West Side,40.77222,-73.98923,Shared room,85,1,33,2015-12-28,0.56,1,0,18.48,3626.0,0
7832,Brooklyn,East Flatbush,40.6418,-73.93947,Entire home/apt,120,2,56,2019-07-07,1.82,1,85,101.92,2339.0,0
7833,Manhattan,Hell's Kitchen,40.75493,-73.99676,Private room,200,2,8,2019-06-12,2.4,1,0,19.2,2364.0,0
7834,Queens,Elmhurst,40.73491,-73.888,Entire home/apt,83,3,77,2019-07-07,4.05,2,22,311.84999999999997,2339.0,0
7835,Brooklyn,Park Slope,40.67981,-73.97967,Private room,152,2,23,2018-10-08,0.27,1,365,6.210000000000001,2611.0,1
7836,Brooklyn,Bushwick,40.69974,-73.9338,Entire home/apt,185,2,169,2019-06-30,4.77,1,26,806.1299999999999,2346.0,0
7837,Brooklyn,Fort Greene,40.68545,-73.97572,Entire home/apt,150,2,21,2019-06-02,0.29,3,3,6.09,2374.0,0
7838,Brooklyn,East Flatbush,40.64251,-73.93926,Private room,50,2,32,2019-06-24,4.47,4,358,143.04,2352.0,0
7839,Brooklyn,Flatbush,40.64272,-73.95852,Private room,50,3,9,2016-10-22,0.2,1,0,1.8,3327.0,0
7840,Manhattan,Upper West Side,40.80222,-73.96763,Private room,65,30,1,2018-05-13,0.07,4,216,0.07,2759.0,0
7841,Manhattan,Upper East Side,40.76451,-73.96744,Entire home/apt,249,1,37,2019-06-07,3.04,7,352,112.48,2369.0,0
7842,Brooklyn,Bedford-Stuyvesant,40.6872,-73.95231,Entire home/apt,170,5,55,2019-07-03,1.44,1,82,79.2,2343.0,0
7843,Manhattan,Midtown,40.76049,-73.97066,Entire home/apt,225,6,1,2019-05-07,0.48,1,0,0.48,2400.0,0
7844,Manhattan,Financial District,40.70626,-74.00565,Entire home/apt,167,29,0,,,96,322,,,0
7845,Queens,Forest Hills,40.71089,-73.85384,Entire home/apt,60,4,97,2019-07-06,4.42,3,273,428.74,2340.0,0
7846,Manhattan,Tribeca,40.71785,-74.00549,Entire home/apt,275,2,20,2019-07-07,1.56,1,10,31.200000000000003,2339.0,0
7847,Brooklyn,East Flatbush,40.64851,-73.94667,Private room,60,1,356,2019-07-05,4.72,3,19,1680.32,2341.0,0
7848,Brooklyn,Williamsburg,40.71091,-73.96029,Private room,66,5,0,,,1,0,,,0
7849,Brooklyn,Prospect-Lefferts Gardens,40.6589,-73.94975,Entire home/apt,120,4,0,,,1,0,,,0
7850,Manhattan,East Village,40.72924,-73.98113,Entire home/apt,195,2,160,2019-06-11,2.31,1,68,369.6,2365.0,0
7851,Brooklyn,Cobble Hill,40.68688,-73.999,Private room,142,3,8,2017-12-31,0.22,1,10,1.76,2892.0,0
7852,Queens,East Elmhurst,40.77006,-73.87683,Private room,46,1,543,2019-07-01,11.59,5,163,6293.37,2345.0,0
7853,Manhattan,East Village,40.72878,-73.97747,Private room,60,7,1,2015-05-15,0.02,1,0,0.02,3853.0,0
7854,Queens,Jamaica,40.70415,-73.81558,Private room,35,2,6,2019-06-27,6.0,2,38,36.0,2349.0,0
7855,Manhattan,Hell's Kitchen,40.75906,-73.99049,Entire home/apt,300,5,0,,,1,83,,,0
7856,Brooklyn,Borough Park,40.63314,-74.006,Private room,69,1,0,,,6,365,,,1
7857,Brooklyn,Bedford-Stuyvesant,40.68785,-73.93948,Private room,60,30,27,2018-09-28,1.88,1,0,50.76,2621.0,0
7858,Manhattan,East Village,40.73107,-73.98213,Private room,100,2,14,2019-05-27,0.3,2,342,4.2,2380.0,0
7859,Manhattan,Kips Bay,40.74471,-73.98027,Entire home/apt,125,30,4,2019-06-14,0.32,91,346,1.28,2362.0,0
7860,Manhattan,Lower East Side,40.71844,-73.9858,Entire home/apt,135,2,104,2019-06-23,2.81,1,76,292.24,2353.0,0
7861,Brooklyn,Crown Heights,40.67008,-73.9571,Entire home/apt,170,3,1,2016-12-03,0.03,1,354,0.03,3285.0,0
7862,Manhattan,East Village,40.7231,-73.98494,Entire home/apt,155,4,44,2019-05-20,0.7,1,341,30.799999999999997,2387.0,0
7863,Brooklyn,Crown Heights,40.67815,-73.95992,Private room,55,5,0,,,1,0,,,0
7864,Brooklyn,Crown Heights,40.67285,-73.95734,Private room,45,1,3,2017-10-15,0.09,1,0,0.27,2969.0,0
7865,Queens,Ridgewood,40.70004,-73.89864,Private room,88,5,0,,,1,0,,,0
7866,Brooklyn,Brownsville,40.66255,-73.91342,Private room,49,2,33,2019-06-25,1.55,5,0,51.15,2351.0,0
7867,Brooklyn,Williamsburg,40.70937,-73.95903,Entire home/apt,115,4,6,2017-09-20,0.22,1,0,1.32,2994.0,0
7868,Brooklyn,Sunset Park,40.64101,-74.01049,Private room,57,2,16,2019-06-05,1.35,5,222,21.6,2371.0,0
7869,Queens,Howard Beach,40.66682,-73.85161,Entire home/apt,130,1,0,,,4,285,,,0
7870,Manhattan,Washington Heights,40.8512,-73.93693,Private room,75,1,0,,,1,0,,,0
7871,Manhattan,Washington Heights,40.84427,-73.94216,Private room,45,1,1,2019-01-02,0.16,3,66,0.16,2525.0,0
7872,Brooklyn,Williamsburg,40.71645,-73.95721,Entire home/apt,130,3,1,2019-01-01,0.16,1,2,0.16,2526.0,0
7873,Manhattan,Midtown,40.76506,-73.98236,Entire home/apt,239,30,0,,,121,352,,,0
7874,Manhattan,East Village,40.72193,-73.98162,Entire home/apt,280,1,66,2019-06-24,3.88,1,257,256.08,2352.0,0
7875,Manhattan,Harlem,40.82879,-73.93821,Entire home/apt,80,3,3,2017-08-15,0.06,1,0,0.18,3030.0,0
7876,Brooklyn,Greenpoint,40.73289,-73.95203,Entire home/apt,189,1,0,,,33,364,,,0
7877,Manhattan,Chelsea,40.7506,-74.00388,Entire home/apt,6800,1,0,,,6,364,,,0
7878,Queens,Ozone Park,40.68559,-73.8496,Entire home/apt,99,2,129,2019-06-30,2.33,1,344,300.57,2346.0,0
7879,Queens,Astoria,40.76649,-73.92356,Entire home/apt,225,2,3,2019-07-07,1.23,1,23,3.69,2339.0,0
7880,Brooklyn,Windsor Terrace,40.6518,-73.97575,Entire home/apt,52,30,1,2019-03-31,0.3,1,0,0.3,2437.0,0
7881,Brooklyn,Prospect-Lefferts Gardens,40.65516,-73.95882,Entire home/apt,105,14,43,2019-01-02,0.83,1,319,35.69,2525.0,0
7882,Brooklyn,Flatbush,40.65452,-73.9596,Private room,48,2,55,2018-06-14,1.12,1,0,61.60000000000001,2727.0,0
7883,Manhattan,Hell's Kitchen,40.75613,-73.99785,Shared room,70,1,0,,,1,15,,,0
7884,Brooklyn,Crown Heights,40.66958,-73.92361,Private room,52,1,74,2019-06-11,3.04,12,68,224.96,2365.0,0
7885,Brooklyn,Prospect-Lefferts Gardens,40.6553,-73.9607,Private room,65,28,13,2019-02-05,0.3,3,319,3.9,2491.0,0
7886,Brooklyn,Bedford-Stuyvesant,40.67936,-73.9072,Private room,40,2,41,2019-04-28,2.59,3,0,106.19,2409.0,0
7887,Brooklyn,Bedford-Stuyvesant,40.68622,-73.92508,Private room,100,30,2,2015-04-28,0.04,4,7,0.08,3870.0,0
7888,Brooklyn,Fort Greene,40.69658,-73.97116,Entire home/apt,95,1,49,2019-06-30,6.77,1,40,331.72999999999996,2346.0,0
7889,Manhattan,Hell's Kitchen,40.75467,-73.99657,Private room,199,1,4,2019-01-20,0.61,30,363,2.44,2507.0,0
7890,Brooklyn,Bedford-Stuyvesant,40.68378,-73.94118,Entire home/apt,155,2,94,2019-06-08,2.5,1,218,235.0,2368.0,0
7891,Queens,East Elmhurst,40.76509,-73.8717,Private room,45,1,255,2019-06-23,8.17,5,175,2083.35,2353.0,0
7892,Brooklyn,Gowanus,40.67308,-73.99333,Entire home/apt,262,2,166,2017-09-29,3.06,1,0,507.96000000000004,2985.0,0
7893,Manhattan,Nolita,40.72153,-73.99493,Entire home/apt,126,2,11,2016-11-15,0.29,1,0,3.19,3303.0,0
7894,Manhattan,Chelsea,40.74184,-74.00108,Private room,91,1,10,2019-06-30,1.09,1,0,10.9,2346.0,0
7895,Brooklyn,Bedford-Stuyvesant,40.69444,-73.93746,Private room,47,2,2,2016-06-10,0.05,1,0,0.1,3461.0,0
7896,Manhattan,Chelsea,40.73885,-73.99701,Private room,109,2,2,2015-09-21,0.04,1,0,0.08,3724.0,0
7897,Queens,Jamaica,40.67603,-73.78217,Private room,70,1,29,2019-01-09,0.9,4,8,26.1,2518.0,0
7898,Queens,Astoria,40.76591,-73.90934,Private room,90,3,0,,,1,78,,,0
7899,Brooklyn,Bushwick,40.70149,-73.92752,Private room,80,1,4,2019-06-07,1.79,2,22,7.16,2369.0,0
7900,Brooklyn,Flatbush,40.64246,-73.95443,Private room,38,3,76,2019-06-03,1.3,3,253,98.8,2373.0,0
7901,Manhattan,Financial District,40.70748,-74.01042,Entire home/apt,451,2,15,2019-06-21,4.37,327,254,65.55,2355.0,0
7902,Manhattan,Harlem,40.80454,-73.95133,Private room,90,2,11,2019-07-01,0.22,3,282,2.42,2345.0,0
7903,Manhattan,East Harlem,40.7912,-73.94318,Entire home/apt,120,5,23,2019-06-18,1.25,1,151,28.75,2358.0,0
7904,Manhattan,Washington Heights,40.84666,-73.9379,Private room,45,1,1,2015-08-25,0.02,1,0,0.02,3751.0,0
7905,Bronx,Fordham,40.86269,-73.89073,Private room,39,3,0,,,8,170,,,0
7906,Manhattan,Harlem,40.822,-73.95582,Private room,59,1,1,2019-06-14,1.0,3,61,1.0,2362.0,0
7907,Brooklyn,Prospect-Lefferts Gardens,40.65663,-73.96142,Private room,60,3,3,2018-09-03,0.13,3,21,0.39,2646.0,0
7908,Queens,Elmhurst,40.74066,-73.87755,Private room,32,30,0,,,37,0,,,0
7909,Brooklyn,Bushwick,40.70114,-73.91763,Private room,70,2,1,2017-06-17,0.04,1,179,0.04,3089.0,0
7910,Manhattan,Harlem,40.80859,-73.95132,Entire home/apt,90,3,0,,,1,3,,,0
7911,Queens,Astoria,40.76605,-73.92425,Entire home/apt,250,14,2,2019-06-28,0.32,1,341,0.64,2348.0,0
7912,Manhattan,Upper East Side,40.78175,-73.94797,Private room,111,1,10,2019-06-08,0.76,2,62,7.6,2368.0,0
7913,Bronx,Mott Haven,40.81133,-73.92356,Entire home/apt,100,5,13,2019-04-06,0.58,2,14,7.539999999999999,2431.0,0
7914,Brooklyn,Williamsburg,40.71191,-73.95568,Entire home/apt,243,1,23,2019-07-02,4.63,1,107,106.49,2344.0,0
7915,Manhattan,Lower East Side,40.71323,-73.9878,Private room,70,1,212,2019-06-21,4.64,1,41,983.68,2355.0,0
7916,Queens,Fresh Meadows,40.73566,-73.79059,Entire home/apt,95,3,17,2019-07-07,4.51,1,329,76.67,2339.0,0
7917,Brooklyn,East Flatbush,40.65343,-73.95175,Private room,50,3,0,,,1,129,,,0
7918,Brooklyn,Clinton Hill,40.69093,-73.96507,Private room,77,5,0,,,1,0,,,0
7919,Manhattan,Murray Hill,40.74428,-73.97364,Entire home/apt,186,3,16,2018-01-27,0.74,1,0,11.84,2865.0,0
7920,Manhattan,Upper West Side,40.78481,-73.97648,Shared room,60,1,73,2019-05-24,3.65,4,88,266.45,2383.0,0
7921,Manhattan,Hell's Kitchen,40.76086,-73.98927,Private room,150,1,16,2019-06-30,4.17,2,255,66.72,2346.0,0
7922,Brooklyn,Crown Heights,40.6764,-73.96218,Entire home/apt,130,28,5,2015-10-06,0.06,1,196,0.3,3709.0,0
7923,Brooklyn,Bedford-Stuyvesant,40.68388,-73.94427,Entire home/apt,151,5,52,2019-06-19,0.91,5,333,47.32,2357.0,0
7924,Brooklyn,Bushwick,40.68798,-73.90677,Private room,80,1,2,2016-11-01,0.06,2,281,0.12,3317.0,0
7925,Brooklyn,Park Slope,40.67573,-73.97993,Entire home/apt,115,2,97,2019-07-03,3.68,1,0,356.96000000000004,2343.0,0
7926,Manhattan,Chelsea,40.74157,-74.00141,Entire home/apt,240,1,0,,,1,0,,,0
7927,Brooklyn,Mill Basin,40.61768,-73.91669,Entire home/apt,85,2,36,2019-07-07,3.26,1,322,117.35999999999999,2339.0,0
7928,Brooklyn,East Flatbush,40.66209,-73.92913,Shared room,50,1,23,2018-12-29,0.74,2,364,17.02,2529.0,0
7929,Brooklyn,Bedford-Stuyvesant,40.69049,-73.93262,Private room,65,2,23,2019-06-21,1.25,4,319,28.75,2355.0,0
7930,Manhattan,Morningside Heights,40.80482,-73.96493,Private room,70,30,0,,,3,339,,,0
7931,Brooklyn,South Slope,40.66036,-73.98494,Entire home/apt,93,5,10,2019-07-07,1.6,1,2,16.0,2339.0,0
7932,Queens,St. Albans,40.70039,-73.75233,Entire home/apt,325,3,82,2019-01-01,1.37,2,359,112.34,2526.0,0
7933,Manhattan,Washington Heights,40.83713,-73.94827,Private room,65,3,0,,,1,87,,,0
7934,Brooklyn,Boerum Hill,40.68902,-73.98632,Entire home/apt,127,30,7,2019-01-08,0.15,21,342,1.05,2519.0,0
7935,Brooklyn,Greenpoint,40.73689,-73.95488,Entire home/apt,85,20,5,2017-07-31,0.09,1,0,0.44999999999999996,3045.0,0
7936,Brooklyn,Williamsburg,40.70771,-73.94344,Entire home/apt,200,3,13,2017-01-01,0.22,1,0,2.86,3256.0,0
7937,Manhattan,Upper West Side,40.79971,-73.96075,Private room,60,30,0,,,32,364,,,0
7938,Bronx,Wakefield,40.88688,-73.85848,Private room,37,1,14,2019-07-05,1.42,3,332,19.88,2341.0,0
7939,Brooklyn,Brownsville,40.67322,-73.91018,Private room,49,3,30,2019-05-20,1.62,1,62,48.6,2387.0,0
7940,Queens,Queens Village,40.70946,-73.74837,Private room,50,1,47,2019-07-01,3.96,1,348,186.12,2345.0,0
7941,Manhattan,West Village,40.73023,-74.00294,Entire home/apt,250,3,28,2019-06-17,1.03,1,51,28.84,2359.0,0
7942,Manhattan,Gramercy,40.73615,-73.98166,Entire home/apt,130,15,0,,,1,0,,,0
7943,Manhattan,Harlem,40.82623,-73.95271,Entire home/apt,135,31,2,2019-06-25,2.0,2,184,4.0,2351.0,0
7944,Brooklyn,Prospect-Lefferts Gardens,40.6597,-73.94863,Entire home/apt,200,2,4,2019-03-20,0.34,1,11,1.36,2448.0,0
7945,Brooklyn,Williamsburg,40.70694,-73.95307,Private room,75,18,5,2019-05-11,0.06,6,112,0.3,2396.0,0
7946,Manhattan,East Village,40.72714,-73.98397,Entire home/apt,179,4,127,2019-05-28,1.83,1,17,232.41,2379.0,0
7947,Manhattan,Washington Heights,40.83191,-73.9411,Private room,62,2,4,2019-04-01,0.19,2,336,0.76,2436.0,0
7948,Queens,Forest Hills,40.71962,-73.85,Private room,49,1,47,2019-06-26,4.64,2,196,218.07999999999998,2350.0,0
7949,Manhattan,Financial District,40.70713,-74.01205,Entire home/apt,255,2,4,2019-06-20,1.62,327,215,6.48,2356.0,0
7950,Brooklyn,Bushwick,40.68946,-73.91537,Entire home/apt,150,2,110,2019-06-23,3.38,1,152,371.8,2353.0,0
7951,Brooklyn,East Flatbush,40.64322,-73.93745,Entire home/apt,89,2,74,2019-07-05,4.38,1,322,324.12,2341.0,0
7952,Brooklyn,Bedford-Stuyvesant,40.69025,-73.93387,Private room,55,1,0,,,1,0,,,0
7953,Queens,Long Island City,40.75311,-73.93628,Entire home/apt,285,2,30,2019-06-16,2.54,1,172,76.2,2360.0,0
7954,Brooklyn,Williamsburg,40.71,-73.96775,Entire home/apt,250,7,2,2018-12-30,0.14,1,0,0.28,2528.0,0
7955,Brooklyn,Crown Heights,40.66465,-73.95372,Entire home/apt,225,3,105,2019-06-30,2.28,1,94,239.39999999999998,2346.0,0
7956,Brooklyn,Bedford-Stuyvesant,40.67925,-73.94286,Private room,80,1,1,2019-07-06,1.0,1,22,1.0,2340.0,0
7957,Manhattan,Hell's Kitchen,40.75813,-73.99818,Private room,100,90,0,,,1,160,,,0
7958,Brooklyn,Greenpoint,40.72447,-73.94458,Entire home/apt,70,30,2,2019-01-21,0.33,1,0,0.66,2506.0,0
7959,Manhattan,West Village,40.73897,-74.00346,Private room,999,1,3,2019-05-19,0.7,5,341,2.0999999999999996,2388.0,0
7960,Brooklyn,East Flatbush,40.64222,-73.95067,Entire home/apt,190,4,13,2019-07-01,3.17,1,241,41.21,2345.0,0
7961,Manhattan,Hell's Kitchen,40.76435,-73.99337,Entire home/apt,125,30,3,2018-06-02,0.14,31,342,0.42000000000000004,2739.0,0
7962,Manhattan,Chelsea,40.749,-73.99466,Private room,75,2,2,2018-06-05,0.15,1,0,0.3,2736.0,0
7963,Manhattan,Upper East Side,40.77989,-73.94763,Private room,49,19,6,2018-08-31,0.17,10,285,1.02,2649.0,0
7964,Brooklyn,Williamsburg,40.70649,-73.94505,Entire home/apt,100,1,11,2015-12-28,0.23,1,0,2.5300000000000002,3626.0,0
7965,Brooklyn,Bedford-Stuyvesant,40.67852,-73.94377,Private room,48,15,0,,,1,0,,,0
7966,Manhattan,Lower East Side,40.7184,-73.98719,Entire home/apt,692,1,33,2019-06-22,4.36,1,256,143.88000000000002,2354.0,0
7967,Manhattan,East Village,40.72884,-73.98517,Entire home/apt,125,25,19,2019-06-24,0.88,1,92,16.72,2352.0,0
7968,Brooklyn,Crown Heights,40.67418,-73.94661,Private room,70,1,4,2017-08-01,0.06,1,0,0.24,3044.0,0
7969,Brooklyn,Bedford-Stuyvesant,40.68667,-73.93897,Entire home/apt,117,5,105,2019-06-27,1.77,1,6,185.85,2349.0,0
7970,Brooklyn,Bedford-Stuyvesant,40.69153,-73.94263,Entire home/apt,72,30,11,2019-06-22,0.26,1,251,2.8600000000000003,2354.0,0
7971,Queens,Ditmars Steinway,40.77466,-73.91807,Entire home/apt,390,3,1,2016-12-27,0.03,1,89,0.03,3261.0,0
7972,Queens,Elmhurst,40.74632,-73.88681,Entire home/apt,165,2,58,2019-06-14,2.1,5,163,121.80000000000001,2362.0,0
7973,Brooklyn,Bedford-Stuyvesant,40.68517,-73.91736,Private room,60,4,0,,,1,0,,,0
7974,Brooklyn,Greenpoint,40.72529,-73.95595,Private room,125,3,9,2018-07-01,0.49,1,0,4.41,2710.0,0
7975,Manhattan,Chelsea,40.74569,-73.99687,Entire home/apt,200,1,12,2019-03-06,0.6,1,8,7.199999999999999,2462.0,0
7976,Brooklyn,Flatbush,40.63513,-73.9672,Entire home/apt,185,2,2,2018-12-28,0.27,1,0,0.54,2530.0,0
7977,Brooklyn,Bedford-Stuyvesant,40.67936,-73.93388,Private room,46,1,0,,,1,0,,,0
7978,Brooklyn,Crown Heights,40.67257,-73.94011,Entire home/apt,78,3,3,2019-06-21,1.18,1,17,3.54,2355.0,0
7979,Manhattan,Midtown,40.74758,-73.98276,Entire home/apt,299,3,8,2019-06-26,2.89,1,306,23.12,2350.0,0
7980,Brooklyn,Park Slope,40.67787,-73.98169,Entire home/apt,129,5,8,2019-05-25,0.61,1,0,4.88,2382.0,0
7981,Manhattan,Midtown,40.74519,-73.98338,Entire home/apt,150,30,0,,,1,352,,,0
7982,Manhattan,Hell's Kitchen,40.76207,-73.98935,Entire home/apt,160,1,51,2019-07-05,7.5,1,25,382.5,2341.0,0
7983,Brooklyn,Williamsburg,40.71996,-73.95767,Private room,100,1,7,2016-11-27,0.21,1,0,1.47,3291.0,0
7984,Brooklyn,Williamsburg,40.70861,-73.95414,Private room,85,1,0,,,1,0,,,0
7985,Manhattan,Upper East Side,40.76782,-73.95918,Entire home/apt,175,3,3,2019-01-01,0.46,1,0,1.3800000000000001,2526.0,0
7986,Brooklyn,Williamsburg,40.71573,-73.93887,Entire home/apt,110,4,5,2019-06-19,2.63,1,1,13.149999999999999,2357.0,0
7987,Queens,Ridgewood,40.70576,-73.89808,Entire home/apt,99,3,10,2019-07-02,5.26,1,152,52.599999999999994,2344.0,0
7988,Manhattan,Hell's Kitchen,40.76632,-73.98597,Shared room,95,1,8,2019-06-06,2.38,5,23,19.04,2370.0,0
7989,Brooklyn,Bushwick,40.69842,-73.92378,Private room,50,5,14,2018-08-30,0.88,2,0,12.32,2650.0,0
7990,Brooklyn,Bedford-Stuyvesant,40.69025,-73.95042,Private room,60,30,11,2019-04-18,1.02,4,361,11.22,2419.0,0
7991,Brooklyn,Midwood,40.6216,-73.95315,Private room,60,10,27,2019-07-05,0.5,1,322,13.5,2341.0,0
7992,Brooklyn,Park Slope,40.68111,-73.97994,Entire home/apt,129,3,7,2019-04-10,0.38,1,12,2.66,2427.0,0
7993,Brooklyn,Kensington,40.63676,-73.97448,Private room,54,7,0,,,2,225,,,0
7994,Manhattan,Chinatown,40.71371,-73.99355,Entire home/apt,100,2,73,2019-06-30,4.86,1,3,354.78000000000003,2346.0,0
7995,Manhattan,Harlem,40.80874,-73.94756,Entire home/apt,174,3,177,2019-06-11,2.62,3,165,463.74,2365.0,0
7996,Manhattan,East Harlem,40.79966,-73.9417,Entire home/apt,97,1,16,2019-07-05,3.38,1,11,54.08,2341.0,0
7997,Manhattan,East Village,40.7219,-73.97819,Private room,70,3,0,,,1,0,,,0
7998,Brooklyn,Crown Heights,40.67459,-73.95742,Private room,50,2,60,2019-06-23,4.52,1,7,271.2,2353.0,0
7999,Manhattan,Upper West Side,40.7982,-73.96931,Entire home/apt,187,3,1,2015-09-05,0.02,1,0,0.02,3740.0,0
8000,Manhattan,SoHo,40.72103,-73.99866,Entire home/apt,125,2,16,2018-08-25,0.57,1,0,9.12,2655.0,0
8001,Brooklyn,Bedford-Stuyvesant,40.68372,-73.91994,Entire home/apt,120,2,92,2019-07-03,2.02,1,54,185.84,2343.0,0
8002,Brooklyn,Bedford-Stuyvesant,40.6867,-73.94212,Private room,55,3,8,2017-11-05,0.34,1,0,2.72,2948.0,0
8003,Manhattan,Lower East Side,40.71941,-73.98534,Entire home/apt,160,1,2,2016-03-20,0.05,1,0,0.1,3543.0,0
8004,Brooklyn,Kensington,40.64388,-73.9813,Private room,45,1,52,2019-06-17,2.47,11,42,128.44,2359.0,0
8005,Manhattan,Upper West Side,40.80102,-73.96669,Private room,60,1,3,2019-07-02,3.0,3,130,9.0,2344.0,0
8006,Brooklyn,Canarsie,40.62864,-73.89265,Entire home/apt,225,2,11,2019-06-02,0.22,2,305,2.42,2374.0,0
8007,Manhattan,Washington Heights,40.8564,-73.92703,Private room,66,1,2,2019-06-30,2.0,1,60,4.0,2346.0,0
8008,Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,299,2,109,2019-06-15,1.04,1,207,113.36,2361.0,0
8009,Manhattan,East Harlem,40.79332,-73.94105,Shared room,45,1,6,2017-09-14,0.21,1,0,1.26,3000.0,0
8010,Brooklyn,Bedford-Stuyvesant,40.68402,-73.95573,Entire home/apt,122,3,101,2019-05-09,2.08,2,293,210.08,2398.0,0
8011,Brooklyn,Fort Greene,40.69249,-73.97068,Entire home/apt,225,7,3,2019-01-01,0.05,1,44,0.15000000000000002,2526.0,0
8012,Queens,Astoria,40.77268,-73.92503,Private room,36,1,0,,,1,0,,,0
8013,Manhattan,Marble Hill,40.87519,-73.91245,Private room,65,2,5,2019-06-14,0.23,3,112,1.1500000000000001,2362.0,0
8014,Brooklyn,Bedford-Stuyvesant,40.68578,-73.94409,Private room,50,15,4,2017-04-29,0.09,2,0,0.36,3138.0,0
8015,Manhattan,Inwood,40.86761,-73.92718,Shared room,29,1,93,2019-06-15,2.28,3,90,212.04,2361.0,0
8016,Brooklyn,Bedford-Stuyvesant,40.68382,-73.95566,Entire home/apt,300,2,24,2017-07-04,0.56,1,0,13.440000000000001,3072.0,0
8017,Manhattan,Hell's Kitchen,40.77041,-73.99242,Private room,150,2,0,,,1,88,,,0
8018,Manhattan,Lower East Side,40.71884,-73.98594,Entire home/apt,150,1,1,2016-06-18,0.03,1,0,0.03,3453.0,0
8019,Manhattan,Upper West Side,40.76858,-73.9847,Entire home/apt,253,3,1,2017-12-28,0.05,1,0,0.05,2895.0,0
8020,Manhattan,Gramercy,40.73419,-73.98132,Entire home/apt,90,2,3,2018-07-23,0.17,1,0,0.51,2688.0,0
8021,Manhattan,SoHo,40.71927,-73.99943,Entire home/apt,300,2,4,2016-06-04,0.09,1,0,0.36,3467.0,0
8022,Brooklyn,Flatbush,40.65287,-73.96353,Private room,30,1,0,,,1,0,,,0
8023,Brooklyn,Bedford-Stuyvesant,40.68609,-73.95291,Private room,45,4,49,2019-07-04,0.93,3,40,45.57,2342.0,0
8024,Manhattan,Midtown,40.75489,-73.9666,Entire home/apt,239,4,132,2019-06-21,3.39,2,242,447.48,2355.0,0
8025,Queens,Flushing,40.74024,-73.83105,Private room,68,1,222,2019-07-04,4.48,2,330,994.5600000000001,2342.0,0
8026,Manhattan,Inwood,40.86025,-73.92647,Private room,24,10,0,,,1,145,,,0
8027,Manhattan,Washington Heights,40.85516,-73.92863,Private room,55,1,96,2019-06-11,3.61,2,128,346.56,2365.0,0
8028,Brooklyn,Fort Greene,40.69083,-73.97301,Entire home/apt,135,5,21,2019-06-30,2.7,5,206,56.7,2346.0,0
8029,Brooklyn,Williamsburg,40.71258,-73.95764,Private room,90,21,6,2018-08-15,0.51,1,38,3.06,2665.0,0
8030,Brooklyn,Boerum Hill,40.68671,-73.98541,Entire home/apt,75,1,2,2015-09-30,0.04,1,0,0.08,3715.0,0
8031,Manhattan,Harlem,40.82606,-73.94659,Private room,78,1,4,2019-07-01,0.09,2,55,0.36,2345.0,0
8032,Manhattan,East Harlem,40.80767,-73.93913,Entire home/apt,99,2,7,2019-01-06,0.2,1,0,1.4000000000000001,2521.0,0
8033,Manhattan,East Village,40.72527,-73.98347,Entire home/apt,206,1,1,2016-06-05,0.03,1,0,0.03,3466.0,0
8034,Brooklyn,Williamsburg,40.70677,-73.96745,Private room,101,1,91,2019-06-19,2.74,2,12,249.34000000000003,2357.0,0
8035,Manhattan,Upper East Side,40.77787,-73.95104,Entire home/apt,125,4,7,2015-11-15,0.11,1,0,0.77,3669.0,0
